Feature (description),Attribute,F,T
C_D_C5200925 (Normal Gait),N,0.0053,0.0099
C_D_C5200925 (Normal Gait),P,0.3072,0.6045
C_D_C5200928 (High (finding)),M,0.9639,0.9532
C_D_C5200928 (High (finding)),N,0.0016,0.002
C_D_C5200928 (High (finding)),P,0.0345,0.0449
C_D_C5200984 (None (no infant feeding)),M,0.6678,0.3191
C_D_C5200984 (None (no infant feeding)),N,0.0008,0.0012
C_D_C5200984 (None (no infant feeding)),P,0.3314,0.6797
C_D_C5201140 (1 (finding)),M,0.9624,0.9046
C_D_C5201140 (1 (finding)),N,0.0029,0.007
C_D_C5201140 (1 (finding)),P,0.0347,0.0884
C_D_C5201148 (Moderate),M,0.9542,0.9067
C_D_C5201148 (Moderate),N,0.0005,0.0003
C_D_C5201148 (Moderate),P,0.0453,0.093
C_D_C5202574 (A Moderate Amount of Effort),M,0.9568,0.9133
C_D_C5202574 (A Moderate Amount of Effort),N,0.0005,0.0004
C_D_C5202574 (A Moderate Amount of Effort),P,0.0426,0.0863
C_D_C5202633 (Normal Immune Presence),M,0.6875,0.3866
C_D_C5202633 (Normal Immune Presence),N,0.0053,0.0109
C_D_C5202633 (Normal Immune Presence),P,0.3072,0.6025
C_D_C5202819 (No Effort),M,0.6678,0.3191
C_D_C5202819 (No Effort),N,0.0008,0.0012
C_D_C5202819 (No Effort),P,0.3314,0.6797
C_D_C5202860 (Unknown Data Entry Method),M,0.9855,0.9634
C_D_C5202860 (Unknown Data Entry Method),N,0.0005,0.0001
C_D_C5202860 (Unknown Data Entry Method),P,0.014,0.0365
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9934,0.9992
C_D_C5202919 (Residual Cancer Burden Class 0),N,0.0011,0
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0055,0.0007
C_D_C5202936 (IPSS-R Risk Category High),M,0.9587,0.9504
C_D_C5202936 (IPSS-R Risk Category High),N,0.0021,0.0025
C_D_C5202936 (IPSS-R Risk Category High),P,0.0392,0.0471
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.9937,0.9968
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0008,0.0007
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0055,0.0025
C_D_C5203106 (IPSS-R Risk Category Low),M,0.9316,0.886
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0034,0.0065
C_D_C5203106 (IPSS-R Risk Category Low),P,0.065,0.1076
C_D_C5203119 (Intensity and Distress 5),M,0.9645,0.9204
C_D_C5203119 (Intensity and Distress 5),N,0.0039,0.0033
C_D_C5203119 (Intensity and Distress 5),P,0.0316,0.0763
C_D_C5203193 (Device Status Unkown),M,0.9855,0.9634
C_D_C5203193 (Device Status Unkown),N,0.0005,0.0001
C_D_C5203193 (Device Status Unkown),P,0.014,0.0365
N_D_OXYGEN_SATURATION (N/A),H,0.0003,0
N_D_OXYGEN_SATURATION (N/A),L,0.0013,0
N_D_OXYGEN_SATURATION (N/A),M,0.9968,0.9999
N_D_OXYGEN_SATURATION (N/A),N,0.0016,0
L_D_11277-1 (Epithelial cells.squamous),H,0.0013,0.001
L_D_11277-1 (Epithelial cells.squamous),L,0.0003,0
L_D_11277-1 (Epithelial cells.squamous),M,0.9539,0.9842
L_D_11277-1 (Epithelial cells.squamous),N,0.0445,0.0148
L_D_14627-4 (Bicarbonate),H,0.0276,0.0111
L_D_14627-4 (Bicarbonate),L,0.0211,0.0062
L_D_14627-4 (Bicarbonate),M,0.9013,0.9728
L_D_14627-4 (Bicarbonate),N,0.05,0.0099
L_D_14979-9 (Coagulation surface induced),H,0.0334,0.0302
L_D_14979-9 (Coagulation surface induced),L,0.0108,0.006
L_D_14979-9 (Coagulation surface induced),M,0.8913,0.86
L_D_14979-9 (Coagulation surface induced),N,0.0645,0.1038
L_D_1742-6 (Alanine aminotransferase),H,0.0229,0.0216
L_D_1742-6 (Alanine aminotransferase),L,0.0484,0.0668
L_D_1742-6 (Alanine aminotransferase),M,0.7587,0.6984
L_D_1742-6 (Alanine aminotransferase),N,0.17,0.2132
L_D_1751-7 (Albumin),H,0.0003,0.0021
L_D_1751-7 (Albumin),L,0.095,0.0694
L_D_1751-7 (Albumin),M,0.7611,0.7102
L_D_1751-7 (Albumin),N,0.1437,0.2183
L_D_1759-0 (Albumin/Globulin),H,0.0003,0
L_D_1759-0 (Albumin/Globulin),L,0.0421,0.0629
L_D_1759-0 (Albumin/Globulin),M,0.9468,0.8959
L_D_1759-0 (Albumin/Globulin),N,0.0108,0.0412
L_D_17861-6 (Calcium),H,0.0013,0.0069
L_D_17861-6 (Calcium),L,0.0847,0.0307
L_D_17861-6 (Calcium),M,0.5584,0.5709
L_D_17861-6 (Calcium),N,0.3555,0.3914
L_D_19123-9 (Magnesium),H,0.0195,0.0072
L_D_19123-9 (Magnesium),L,0.0097,0.0108
L_D_19123-9 (Magnesium),M,0.7818,0.8399
L_D_19123-9 (Magnesium),N,0.1889,0.1422
L_D_19161-9 (Urobilinogen),H,0.0018,0.0027
L_D_19161-9 (Urobilinogen),L,0.0003,0
L_D_19161-9 (Urobilinogen),M,0.9871,0.9678
L_D_19161-9 (Urobilinogen),N,0.0108,0.0294
L_D_1920-8 (Aspartate aminotransferase),H,0.0455,0.0461
L_D_1920-8 (Aspartate aminotransferase),L,0.0234,0.0435
L_D_1920-8 (Aspartate aminotransferase),M,0.7645,0.7049
L_D_1920-8 (Aspartate aminotransferase),N,0.1666,0.2055
L_D_1925-7 (Base excess),H,0.0095,0.0033
L_D_1925-7 (Base excess),L,0.0003,0
L_D_1925-7 (Base excess),M,0.9776,0.9932
L_D_1925-7 (Base excess),N,0.0126,0.0034
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0003,0
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0003,0
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9992,0.9999
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0003,0
L_D_1960-4 (Bicarbonate),H,0.0058,0.0018
L_D_1960-4 (Bicarbonate),L,0.0032,0.002
L_D_1960-4 (Bicarbonate),M,0.9821,0.9932
L_D_1960-4 (Bicarbonate),N,0.0089,0.0029
L_D_1963-8 (Bicarbonate),H,0.0003,0
L_D_1963-8 (Bicarbonate),L,0.0003,0
L_D_1963-8 (Bicarbonate),M,0.9953,0.9996
L_D_1963-8 (Bicarbonate),N,0.0042,0.0003
L_D_1975-2 (Bilirubin),H,0.0129,0.0197
L_D_1975-2 (Bilirubin),L,0.0129,0.0108
L_D_1975-2 (Bilirubin),M,0.785,0.7255
L_D_1975-2 (Bilirubin),N,0.1892,0.2441
L_D_1988-5 (C reactive protein),H,0.0634,0.0089
L_D_1988-5 (C reactive protein),L,0.0003,0
L_D_1988-5 (C reactive protein),M,0.9013,0.9878
L_D_1988-5 (C reactive protein),N,0.035,0.0033
L_D_1994-3 (Calcium.ionized),H,0.0045,0.0014
L_D_1994-3 (Calcium.ionized),L,0.0166,0.0128
L_D_1994-3 (Calcium.ionized),M,0.8968,0.9566
L_D_1994-3 (Calcium.ionized),N,0.0821,0.0291
L_D_2019-8 (Carbon dioxide),H,0.0071,0.0026
L_D_2019-8 (Carbon dioxide),L,0.0029,0.0021
L_D_2019-8 (Carbon dioxide),M,0.9779,0.9907
L_D_2019-8 (Carbon dioxide),N,0.0121,0.0046
L_D_2021-4 (Carbon dioxide),H,0.0205,0.0063
L_D_2021-4 (Carbon dioxide),L,0.0432,0.0119
L_D_2021-4 (Carbon dioxide),M,0.8905,0.9691
L_D_2021-4 (Carbon dioxide),N,0.0458,0.0127
L_D_2026-3 (Carbon dioxide),H,0.0039,0.0005
L_D_2026-3 (Carbon dioxide),L,0.0018,0.0005
L_D_2026-3 (Carbon dioxide),M,0.9839,0.9975
L_D_2026-3 (Carbon dioxide),N,0.0103,0.0016
L_D_2027-1 (Carbon dioxide),H,0.0055,0.0021
L_D_2027-1 (Carbon dioxide),L,0.0008,0.0006
L_D_2027-1 (Carbon dioxide),M,0.9892,0.9951
L_D_2027-1 (Carbon dioxide),N,0.0045,0.0022
L_D_2028-9 (Carbon dioxide),H,0.0061,0.0063
L_D_2028-9 (Carbon dioxide),L,0.0579,0.0306
L_D_2028-9 (Carbon dioxide),M,0.5655,0.5646
L_D_2028-9 (Carbon dioxide),N,0.3705,0.3985
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0205,0.0092
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0.0003,0
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9729,0.9901
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0063,0.0007
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),H,0.0008,0.0006
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),L,0.0003,0
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),M,0.9918,0.9986
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),N,0.0071,0.0008
L_D_20565-8 (Carbon dioxide),H,0.0005,0.0006
L_D_20565-8 (Carbon dioxide),L,0.0021,0.0036
L_D_20565-8 (Carbon dioxide),M,0.9892,0.9858
L_D_20565-8 (Carbon dioxide),N,0.0082,0.01
L_D_20570-8 (Hematocrit),H,0.0034,0.002
L_D_20570-8 (Hematocrit),L,0.0197,0.0091
L_D_20570-8 (Hematocrit),M,0.9268,0.9752
L_D_20570-8 (Hematocrit),N,0.05,0.0137
L_D_2069-3 (Chloride),H,0.0034,0.0028
L_D_2069-3 (Chloride),L,0.0029,0.002
L_D_2069-3 (Chloride),M,0.9784,0.9827
L_D_2069-3 (Chloride),N,0.0153,0.0126
L_D_2075-0 (Chloride),H,0.1037,0.1007
L_D_2075-0 (Chloride),L,0.0113,0.0166
L_D_2075-0 (Chloride),M,0.5713,0.5843
L_D_2075-0 (Chloride),N,0.3137,0.2984
L_D_2132-9 (Cobalamins),H,0.0008,0.0027
L_D_2132-9 (Cobalamins),L,0.0003,0.0017
L_D_2132-9 (Cobalamins),M,0.9903,0.9783
L_D_2132-9 (Cobalamins),N,0.0087,0.0174
L_D_2160-0 (Creatinine),H,0.0387,0.0517
L_D_2160-0 (Creatinine),L,0.0118,0.0094
L_D_2160-0 (Creatinine),M,0.5561,0.5629
L_D_2160-0 (Creatinine),N,0.3934,0.376
L_D_2336-6 (Globulin),H,0.0158,0.0276
L_D_2336-6 (Globulin),L,0.0005,0
L_D_2336-6 (Globulin),M,0.9405,0.8803
L_D_2336-6 (Globulin),N,0.0432,0.0921
L_D_2339-0 (Glucose),H,0.125,0.0852
L_D_2339-0 (Glucose),L,0.0034,0.0011
L_D_2339-0 (Glucose),M,0.7284,0.8536
L_D_2339-0 (Glucose),N,0.1432,0.06
L_D_2342-4 (Glucose),H,0.0013,0.0005
L_D_2342-4 (Glucose),L,0.0008,0.0005
L_D_2342-4 (Glucose),M,0.9842,0.9959
L_D_2342-4 (Glucose),N,0.0137,0.0031
L_D_2345-7 (Glucose),H,0.14,0.2026
L_D_2345-7 (Glucose),L,0.0055,0.0047
L_D_2345-7 (Glucose),M,0.5508,0.5578
L_D_2345-7 (Glucose),N,0.3037,0.235
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.0018,0.0023
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0.0003,0
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.9903,0.997
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0076,0.0006
L_D_2617-9 (Methemoglobin/Hemoglobin.total),H,0.0008,0.0001
L_D_2617-9 (Methemoglobin/Hemoglobin.total),L,0.0005,0.0001
L_D_2617-9 (Methemoglobin/Hemoglobin.total),M,0.9758,0.9903
L_D_2617-9 (Methemoglobin/Hemoglobin.total),N,0.0229,0.0094
L_D_26450-7 (Eosinophils/100 leukocytes),H,0.0018,0.0054
L_D_26450-7 (Eosinophils/100 leukocytes),L,0.0018,0.0012
L_D_26450-7 (Eosinophils/100 leukocytes),M,0.9261,0.8922
L_D_26450-7 (Eosinophils/100 leukocytes),N,0.0703,0.1011
L_D_26485-3 (Monocytes/100 leukocytes),H,0.0145,0.007
L_D_26485-3 (Monocytes/100 leukocytes),L,0.0026,0.0049
L_D_26485-3 (Monocytes/100 leukocytes),M,0.9134,0.8843
L_D_26485-3 (Monocytes/100 leukocytes),N,0.0695,0.1038
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.0163,0.0166
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0047,0.0048
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.9195,0.8898
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0595,0.0889
L_D_2703-7 (Oxygen),H,0.0037,0.0029
L_D_2703-7 (Oxygen),L,0.0034,0.0011
L_D_2703-7 (Oxygen),M,0.985,0.9933
L_D_2703-7 (Oxygen),N,0.0079,0.0026
L_D_2705-2 (Oxygen),H,0.0553,0.016
L_D_2705-2 (Oxygen),L,0.0037,0.0012
L_D_2705-2 (Oxygen),M,0.8989,0.9729
L_D_2705-2 (Oxygen),N,0.0421,0.0099
L_D_2711-0 (Oxygen saturation),H,0.0213,0.0026
L_D_2711-0 (Oxygen saturation),L,0.0153,0.0039
L_D_2711-0 (Oxygen saturation),M,0.9432,0.9904
L_D_2711-0 (Oxygen saturation),N,0.0203,0.0031
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),H,0.0003,0.0001
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),L,0.0034,0.0005
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),M,0.9908,0.9971
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),N,0.0055,0.0022
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),H,0.0008,0.0001
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),L,0.0024,0.0001
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),M,0.9955,0.9997
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),N,0.0013,0.0001
L_D_2744-1 (pH),H,0.0032,0.0012
L_D_2744-1 (pH),L,0.0053,0.0029
L_D_2744-1 (pH),M,0.9776,0.9911
L_D_2744-1 (pH),N,0.0139,0.0048
L_D_2746-6 (pH),H,0.0171,0.0045
L_D_2746-6 (pH),L,0.0161,0.0056
L_D_2746-6 (pH),M,0.8976,0.9736
L_D_2746-6 (pH),N,0.0692,0.0164
L_D_2777-1 (Phosphate),H,0.0066,0.0065
L_D_2777-1 (Phosphate),L,0.0468,0.011
L_D_2777-1 (Phosphate),M,0.815,0.8841
L_D_2777-1 (Phosphate),N,0.1316,0.0985
L_D_2823-3 (Potassium),H,0.0213,0.0074
L_D_2823-3 (Potassium),L,0.0311,0.04
L_D_2823-3 (Potassium),M,0.5658,0.5718
L_D_2823-3 (Potassium),N,0.3818,0.3808
L_D_2885-2 (Protein),H,0.0192,0.038
L_D_2885-2 (Protein),L,0.0355,0.0326
L_D_2885-2 (Protein),M,0.7658,0.7129
L_D_2885-2 (Protein),N,0.1795,0.2165
L_D_2947-0 (Sodium),H,0.0018,0.0004
L_D_2947-0 (Sodium),L,0.0113,0.0056
L_D_2947-0 (Sodium),M,0.9189,0.9702
L_D_2947-0 (Sodium),N,0.0679,0.0237
L_D_2951-2 (Sodium),H,0.0026,0.0029
L_D_2951-2 (Sodium),L,0.0895,0.0603
L_D_2951-2 (Sodium),M,0.5721,0.5765
L_D_2951-2 (Sodium),N,0.3358,0.3602
L_D_2965-2 (Specific gravity),H,0.0061,0.0048
L_D_2965-2 (Specific gravity),L,0.0037,0.0065
L_D_2965-2 (Specific gravity),M,0.8034,0.8675
L_D_2965-2 (Specific gravity),N,0.1868,0.1212
L_D_3016-3 (Thyrotropin),H,0.0018,0.0055
L_D_3016-3 (Thyrotropin),L,0.0058,0.0035
L_D_3016-3 (Thyrotropin),M,0.9713,0.9388
L_D_3016-3 (Thyrotropin),N,0.0211,0.0522
L_D_30180-4 (Basophils/100 leukocytes),H,0.0063,0.0131
L_D_30180-4 (Basophils/100 leukocytes),L,0.0003,0
L_D_30180-4 (Basophils/100 leukocytes),M,0.9232,0.897
L_D_30180-4 (Basophils/100 leukocytes),N,0.0703,0.0899
L_D_30313-1 (Hemoglobin),H,0.0003,0.0001
L_D_30313-1 (Hemoglobin),L,0.0058,0.0023
L_D_30313-1 (Hemoglobin),M,0.9905,0.9972
L_D_30313-1 (Hemoglobin),N,0.0034,0.0004
L_D_3040-3 (Triacylglycerol lipase),H,0.0026,0.0059
L_D_3040-3 (Triacylglycerol lipase),L,0.0171,0.0263
L_D_3040-3 (Triacylglycerol lipase),M,0.9508,0.8945
L_D_3040-3 (Triacylglycerol lipase),N,0.0295,0.0732
L_D_3094-0 (Urea nitrogen),H,0.0303,0.0449
L_D_3094-0 (Urea nitrogen),L,0.0461,0.0253
L_D_3094-0 (Urea nitrogen),M,0.5639,0.5662
L_D_3094-0 (Urea nitrogen),N,0.3597,0.3636
L_D_3097-3 (Urea nitrogen/Creatinine),H,0.0063,0.0111
L_D_3097-3 (Urea nitrogen/Creatinine),L,0.0018,0.0015
L_D_3097-3 (Urea nitrogen/Creatinine),M,0.9574,0.9265
L_D_3097-3 (Urea nitrogen/Creatinine),N,0.0345,0.061
L_D_32623-1 (Platelet mean volume),H,0.01,0.0083
L_D_32623-1 (Platelet mean volume),L,0.0229,0.0198
L_D_32623-1 (Platelet mean volume),M,0.5658,0.5592
L_D_32623-1 (Platelet mean volume),N,0.4013,0.4127
L_D_32693-4 (Lactate),H,0.0205,0.0223
L_D_32693-4 (Lactate),L,0.0003,0.0002
L_D_32693-4 (Lactate),M,0.8813,0.9199
L_D_32693-4 (Lactate),N,0.0979,0.0576
L_D_33037-3 (Anion gap),H,0.0187,0.0321
L_D_33037-3 (Anion gap),L,0.1476,0.0308
L_D_33037-3 (Anion gap),M,0.5653,0.5721
L_D_33037-3 (Anion gap),N,0.2684,0.365
L_D_38483-4 (Creatinine),H,0.0061,0.0064
L_D_38483-4 (Creatinine),L,0.0024,0.001
L_D_38483-4 (Creatinine),M,0.975,0.9644
L_D_38483-4 (Creatinine),N,0.0166,0.0281
L_D_3968-5 (Phenytoin),H,0.0011,0.0001
L_D_3968-5 (Phenytoin),L,0.0018,0.0007
L_D_3968-5 (Phenytoin),M,0.9958,0.9985
L_D_3968-5 (Phenytoin),N,0.0013,0.0007
L_D_39789-3 (Potassium),H,0.0003,0.0001
L_D_39789-3 (Potassium),L,0.0018,0.0001
L_D_39789-3 (Potassium),M,0.9924,0.9995
L_D_39789-3 (Potassium),N,0.0055,0.0002
L_D_4049-3 (Theophylline),H,0.0003,0
L_D_4049-3 (Theophylline),L,0.0018,0.0001
L_D_4049-3 (Theophylline),M,0.9905,0.9998
L_D_4049-3 (Theophylline),N,0.0074,0.0001
L_D_4092-3 (Vancomycin^trough),H,0.0055,0.0005
L_D_4092-3 (Vancomycin^trough),L,0.0084,0.0016
L_D_4092-3 (Vancomycin^trough),M,0.9621,0.9916
L_D_4092-3 (Vancomycin^trough),N,0.0239,0.0063
L_D_41276-7 (Anion gap),H,0.0045,0.0009
L_D_41276-7 (Anion gap),L,0.0005,0
L_D_41276-7 (Anion gap),M,0.9861,0.9926
L_D_41276-7 (Anion gap),N,0.0089,0.0065
L_D_4544-3 (Hematocrit),H,0.0163,0.0188
L_D_4544-3 (Hematocrit),L,0.1229,0.1322
L_D_4544-3 (Hematocrit),M,0.5539,0.5478
L_D_4544-3 (Hematocrit),N,0.3068,0.3013
L_D_50560-2 (pH),H,0.0005,0.0016
L_D_50560-2 (pH),L,0.0003,0
L_D_50560-2 (pH),M,0.9761,0.9501
L_D_50560-2 (pH),N,0.0232,0.0482
L_D_55782-7 (Hemoglobin),H,0.0005,0.0002
L_D_55782-7 (Hemoglobin),L,0.0113,0.0052
L_D_55782-7 (Hemoglobin),M,0.975,0.9902
L_D_55782-7 (Hemoglobin),N,0.0132,0.0044
L_D_5803-2 (pH),H,0.0087,0.0064
L_D_5803-2 (pH),L,0.0003,0
L_D_5803-2 (pH),M,0.7779,0.8231
L_D_5803-2 (pH),N,0.2132,0.1705
L_D_5821-4 (Leukocytes),H,0.0139,0.0196
L_D_5821-4 (Leukocytes),L,0.0003,0
L_D_5821-4 (Leukocytes),M,0.9303,0.9555
L_D_5821-4 (Leukocytes),N,0.0555,0.0248
L_D_5902-2 (Coagulation tissue factor induced),H,0.0318,0.0402
L_D_5902-2 (Coagulation tissue factor induced),L,0.0005,0.0001
L_D_5902-2 (Coagulation tissue factor induced),M,0.8795,0.8267
L_D_5902-2 (Coagulation tissue factor induced),N,0.0882,0.133
L_D_5905-5 (Monocytes/100 leukocytes),H,0.115,0.0247
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0076,0.0049
L_D_5905-5 (Monocytes/100 leukocytes),M,0.7005,0.7483
L_D_5905-5 (Monocytes/100 leukocytes),N,0.1768,0.2222
L_D_6298-4 (Potassium),H,0.01,0.0022
L_D_6298-4 (Potassium),L,0.0103,0.0035
L_D_6298-4 (Potassium),M,0.9158,0.9725
L_D_6298-4 (Potassium),N,0.0639,0.0217
L_D_6299-2 (Urea nitrogen),H,0.0032,0.003
L_D_6299-2 (Urea nitrogen),L,0.0008,0.0015
L_D_6299-2 (Urea nitrogen),M,0.9842,0.9854
L_D_6299-2 (Urea nitrogen),N,0.0118,0.0101
L_D_6301-6 (Coagulation tissue factor induced.INR),H,0.0295,0.0357
L_D_6301-6 (Coagulation tissue factor induced.INR),L,0.0005,0.0001
L_D_6301-6 (Coagulation tissue factor induced.INR),M,0.8937,0.8468
L_D_6301-6 (Coagulation tissue factor induced.INR),N,0.0763,0.1174
L_D_6690-2 (Leukocytes),H,0.0368,0.0571
L_D_6690-2 (Leukocytes),L,0.0487,0.0165
L_D_6690-2 (Leukocytes),M,0.5566,0.5494
L_D_6690-2 (Leukocytes),N,0.3579,0.3771
L_D_6768-6 (Alkaline phosphatase),H,0.0253,0.0355
L_D_6768-6 (Alkaline phosphatase),L,0.0187,0.0084
L_D_6768-6 (Alkaline phosphatase),M,0.7576,0.6987
L_D_6768-6 (Alkaline phosphatase),N,0.1984,0.2574
L_D_704-7 (Basophils),H,0.0458,0.1012
L_D_704-7 (Basophils),L,0.0005,0.0002
L_D_704-7 (Basophils),M,0.9268,0.8377
L_D_704-7 (Basophils),N,0.0268,0.0609
L_D_711-2 (Eosinophils),H,0.0068,0.0125
L_D_711-2 (Eosinophils),L,0.0529,0.003
L_D_711-2 (Eosinophils),M,0.7639,0.7047
L_D_711-2 (Eosinophils),N,0.1763,0.2797
L_D_713-8 (Eosinophils/100 leukocytes),H,0.0134,0.0151
L_D_713-8 (Eosinophils/100 leukocytes),L,0.0008,0.0001
L_D_713-8 (Eosinophils/100 leukocytes),M,0.8316,0.774
L_D_713-8 (Eosinophils/100 leukocytes),N,0.1542,0.2108
L_D_718-7 (Hemoglobin),H,0.0134,0.0148
L_D_718-7 (Hemoglobin),L,0.1211,0.1454
L_D_718-7 (Hemoglobin),M,0.5561,0.5522
L_D_718-7 (Hemoglobin),N,0.3095,0.2875
L_D_731-0 (Lymphocytes),H,0.0026,0.0081
L_D_731-0 (Lymphocytes),L,0.1745,0.05
L_D_731-0 (Lymphocytes),M,0.6079,0.635
L_D_731-0 (Lymphocytes),N,0.215,0.3069
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0145,0.0168
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.1895,0.0828
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.6008,0.6273
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.1953,0.2731
L_D_742-7 (Monocytes),H,0.0926,0.0445
L_D_742-7 (Monocytes),L,0.0118,0.0123
L_D_742-7 (Monocytes),M,0.6155,0.6482
L_D_742-7 (Monocytes),N,0.28,0.295
L_D_751-8 (Neutrophils),H,0.0547,0.0562
L_D_751-8 (Neutrophils),L,0.0274,0.0169
L_D_751-8 (Neutrophils),M,0.6016,0.6273
L_D_751-8 (Neutrophils),N,0.3163,0.2996
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0089,0.0029
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.0179,0.002
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9434,0.9788
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0297,0.0163
L_D_770-8 (Neutrophils/100 leukocytes),H,0.1766,0.0661
L_D_770-8 (Neutrophils/100 leukocytes),L,0.0092,0.0117
L_D_770-8 (Neutrophils/100 leukocytes),M,0.6784,0.7326
L_D_770-8 (Neutrophils/100 leukocytes),N,0.1358,0.1896
L_D_777-3 (Platelets),H,0.0566,0.0292
L_D_777-3 (Platelets),L,0.0597,0.041
L_D_777-3 (Platelets),M,0.5545,0.547
L_D_777-3 (Platelets),N,0.3292,0.3828
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0195,0.0277
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.105,0.0857
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.5542,0.5502
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.3213,0.3363
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0174,0.0091
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0379,0.0815
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.5587,0.5545
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.3861,0.3549
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0197,0.0236
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0637,0.0611
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.5534,0.5474
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.3632,0.368
L_D_788-0 (Erythrocyte distribution width),H,0.1263,0.1283
L_D_788-0 (Erythrocyte distribution width),L,0.0011,0.0005
L_D_788-0 (Erythrocyte distribution width),M,0.5584,0.5517
L_D_788-0 (Erythrocyte distribution width),N,0.3142,0.3195
L_D_789-8 (Erythrocytes),H,0.0218,0.026
L_D_789-8 (Erythrocytes),L,0.0816,0.1048
L_D_789-8 (Erythrocytes),M,0.5542,0.548
L_D_789-8 (Erythrocytes),N,0.3424,0.3211
