Feature (description),Attribute,M,T
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.5694,0.5556
C_D_C5200925 (Normal Gait),M,0.3856,0.2398
C_D_C5200925 (Normal Gait),N,0.0099,0.0234
C_D_C5200925 (Normal Gait),P,0.6045,0.7368
C_D_C5200928 (High (finding)),M,0.9532,0.8947
C_D_C5200928 (High (finding)),N,0.002,0.0117
C_D_C5200928 (High (finding)),P,0.0449,0.0936
C_D_C5200984 (None (no infant feeding)),M,0.3191,0.1754
C_D_C5200984 (None (no infant feeding)),N,0.0012,0.0058
C_D_C5200984 (None (no infant feeding)),P,0.6797,0.8187
C_D_C5201140 (1 (finding)),M,0.9046,0.9415
C_D_C5201140 (1 (finding)),N,0.007,0.0117
C_D_C5201140 (1 (finding)),P,0.0884,0.0468
C_D_C5201148 (Moderate),M,0.9067,0.9123
C_D_C5201148 (Moderate),N,0.0003,0.0058
C_D_C5201148 (Moderate),P,0.093,0.0819
C_D_C5202574 (A Moderate Amount of Effort),M,0.9133,0.9123
C_D_C5202574 (A Moderate Amount of Effort),N,0.0004,0.0058
C_D_C5202574 (A Moderate Amount of Effort),P,0.0863,0.0819
C_D_C5202633 (Normal Immune Presence),M,0.3866,0.2398
C_D_C5202633 (Normal Immune Presence),N,0.0109,0.0234
C_D_C5202633 (Normal Immune Presence),P,0.6025,0.7368
C_D_C5202819 (No Effort),M,0.3191,0.1754
C_D_C5202819 (No Effort),N,0.0012,0.0058
C_D_C5202819 (No Effort),P,0.6797,0.8187
C_D_C5202860 (Unknown Data Entry Method),M,0.9634,0.9123
C_D_C5202860 (Unknown Data Entry Method),N,0.0001,0.0058
C_D_C5202860 (Unknown Data Entry Method),P,0.0365,0.0819
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9992,0.9708
C_D_C5202919 (Residual Cancer Burden Class 0),N,0,0.0117
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0007,0.0175
C_D_C5202936 (IPSS-R Risk Category High),M,0.9504,0.8713
C_D_C5202936 (IPSS-R Risk Category High),N,0.0025,0.0175
C_D_C5202936 (IPSS-R Risk Category High),P,0.0471,0.1111
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.9968,0.9649
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0007,0.0117
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0025,0.0234
C_D_C5203106 (IPSS-R Risk Category Low),M,0.886,0.8655
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0065,0.0058
C_D_C5203106 (IPSS-R Risk Category Low),P,0.1076,0.1287
C_D_C5203119 (Intensity and Distress 5),M,0.9204,0.9298
C_D_C5203119 (Intensity and Distress 5),N,0.0033,0.0058
C_D_C5203119 (Intensity and Distress 5),P,0.0763,0.0643
C_D_C5203193 (Device Status Unkown),M,0.9634,0.9123
C_D_C5203193 (Device Status Unkown),N,0.0001,0.0058
C_D_C5203193 (Device Status Unkown),P,0.0365,0.0819
N_D_OXYGEN_SATURATION (N/A),H,0,0.0058
N_D_OXYGEN_SATURATION (N/A),L,0,0.0116
N_D_OXYGEN_SATURATION (N/A),M,0.9999,0.9535
N_D_OXYGEN_SATURATION (N/A),N,0,0.0291
L_D_11277-1 (Epithelial cells.squamous),H,0.001,0.0058
L_D_11277-1 (Epithelial cells.squamous),L,0,0.0058
L_D_11277-1 (Epithelial cells.squamous),M,0.9842,0.9826
L_D_11277-1 (Epithelial cells.squamous),N,0.0148,0.0058
L_D_14627-4 (Bicarbonate),H,0.0111,0.093
L_D_14627-4 (Bicarbonate),L,0.0062,0.0233
L_D_14627-4 (Bicarbonate),M,0.9728,0.8081
L_D_14627-4 (Bicarbonate),N,0.0099,0.0756
L_D_14979-9 (Coagulation surface induced),H,0.0302,0.0814
L_D_14979-9 (Coagulation surface induced),L,0.006,0.0174
L_D_14979-9 (Coagulation surface induced),M,0.86,0.7384
L_D_14979-9 (Coagulation surface induced),N,0.1038,0.1628
L_D_1742-6 (Alanine aminotransferase),H,0.0216,0.0581
L_D_1742-6 (Alanine aminotransferase),L,0.0668,0.1047
L_D_1742-6 (Alanine aminotransferase),M,0.6984,0.5407
L_D_1742-6 (Alanine aminotransferase),N,0.2132,0.2965
L_D_1751-7 (Albumin),H,0.0021,0.0058
L_D_1751-7 (Albumin),L,0.0694,0.1744
L_D_1751-7 (Albumin),M,0.7102,0.5349
L_D_1751-7 (Albumin),N,0.2183,0.2849
L_D_1759-0 (Albumin/Globulin),H,0,0.0058
L_D_1759-0 (Albumin/Globulin),L,0.0629,0.0872
L_D_1759-0 (Albumin/Globulin),M,0.8959,0.8953
L_D_1759-0 (Albumin/Globulin),N,0.0412,0.0116
L_D_17861-6 (Calcium),H,0.0069,0.0058
L_D_17861-6 (Calcium),L,0.0307,0.1337
L_D_17861-6 (Calcium),M,0.5709,0.436
L_D_17861-6 (Calcium),N,0.3914,0.4244
L_D_19123-9 (Magnesium),H,0.0072,0.0233
L_D_19123-9 (Magnesium),L,0.0108,0.0233
L_D_19123-9 (Magnesium),M,0.8399,0.6047
L_D_19123-9 (Magnesium),N,0.1422,0.3488
L_D_19161-9 (Urobilinogen),H,0.0027,0.0058
L_D_19161-9 (Urobilinogen),L,0,0.0058
L_D_19161-9 (Urobilinogen),M,0.9678,0.9767
L_D_19161-9 (Urobilinogen),N,0.0294,0.0116
L_D_1920-8 (Aspartate aminotransferase),H,0.0461,0.157
L_D_1920-8 (Aspartate aminotransferase),L,0.0435,0.0233
L_D_1920-8 (Aspartate aminotransferase),M,0.7049,0.5349
L_D_1920-8 (Aspartate aminotransferase),N,0.2055,0.2849
L_D_1925-7 (Base excess),H,0.0033,0.0349
L_D_1925-7 (Base excess),L,0,0.0058
L_D_1925-7 (Base excess),M,0.9932,0.8314
L_D_1925-7 (Base excess),N,0.0034,0.1279
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0,0.0058
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0,0.0058
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9999,0.9826
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0,0.0058
L_D_1960-4 (Bicarbonate),H,0.0018,0.0349
L_D_1960-4 (Bicarbonate),L,0.002,0.0116
L_D_1960-4 (Bicarbonate),M,0.9932,0.9128
L_D_1960-4 (Bicarbonate),N,0.0029,0.0407
L_D_1963-8 (Bicarbonate),H,0,0.0058
L_D_1963-8 (Bicarbonate),L,0,0.0058
L_D_1963-8 (Bicarbonate),M,0.9996,0.9419
L_D_1963-8 (Bicarbonate),N,0.0003,0.0465
L_D_1975-2 (Bilirubin),H,0.0197,0.0407
L_D_1975-2 (Bilirubin),L,0.0108,0.0174
L_D_1975-2 (Bilirubin),M,0.7255,0.5814
L_D_1975-2 (Bilirubin),N,0.2441,0.3605
L_D_1988-5 (C reactive protein),H,0.0089,0.0523
L_D_1988-5 (C reactive protein),L,0,0.0058
L_D_1988-5 (C reactive protein),M,0.9878,0.936
L_D_1988-5 (C reactive protein),N,0.0033,0.0058
L_D_1994-3 (Calcium.ionized),H,0.0014,0.0116
L_D_1994-3 (Calcium.ionized),L,0.0128,0.1744
L_D_1994-3 (Calcium.ionized),M,0.9566,0.6105
L_D_1994-3 (Calcium.ionized),N,0.0291,0.2035
L_D_2019-8 (Carbon dioxide),H,0.0026,0.0291
L_D_2019-8 (Carbon dioxide),L,0.0021,0.0116
L_D_2019-8 (Carbon dioxide),M,0.9907,0.8953
L_D_2019-8 (Carbon dioxide),N,0.0046,0.064
L_D_2021-4 (Carbon dioxide),H,0.0063,0.0407
L_D_2021-4 (Carbon dioxide),L,0.0119,0.0756
L_D_2021-4 (Carbon dioxide),M,0.9691,0.7674
L_D_2021-4 (Carbon dioxide),N,0.0127,0.1163
L_D_2026-3 (Carbon dioxide),H,0.0005,0.0291
L_D_2026-3 (Carbon dioxide),L,0.0005,0.0116
L_D_2026-3 (Carbon dioxide),M,0.9975,0.7965
L_D_2026-3 (Carbon dioxide),N,0.0016,0.1628
L_D_2027-1 (Carbon dioxide),H,0.0021,0.0407
L_D_2027-1 (Carbon dioxide),L,0.0006,0.0058
L_D_2027-1 (Carbon dioxide),M,0.9951,0.9302
L_D_2027-1 (Carbon dioxide),N,0.0022,0.0233
L_D_2028-9 (Carbon dioxide),H,0.0063,0.0058
L_D_2028-9 (Carbon dioxide),L,0.0306,0.0291
L_D_2028-9 (Carbon dioxide),M,0.5646,0.4709
L_D_2028-9 (Carbon dioxide),N,0.3985,0.4942
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0092,0.1047
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0,0.0058
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9901,0.8547
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0007,0.0349
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),H,0.0006,0.0058
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),L,0,0.0058
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),M,0.9986,0.9302
L_D_20563-3 (Carboxyhemoglobin/Hemoglobin.total),N,0.0008,0.0581
L_D_20565-8 (Carbon dioxide),H,0.0006,0.0058
L_D_20565-8 (Carbon dioxide),L,0.0036,0.0174
L_D_20565-8 (Carbon dioxide),M,0.9858,0.843
L_D_20565-8 (Carbon dioxide),N,0.01,0.1337
L_D_20570-8 (Hematocrit),H,0.002,0.0116
L_D_20570-8 (Hematocrit),L,0.0091,0.0523
L_D_20570-8 (Hematocrit),M,0.9752,0.8198
L_D_20570-8 (Hematocrit),N,0.0137,0.1163
L_D_2069-3 (Chloride),H,0.0028,0.064
L_D_2069-3 (Chloride),L,0.002,0.0291
L_D_2069-3 (Chloride),M,0.9827,0.657
L_D_2069-3 (Chloride),N,0.0126,0.25
L_D_2075-0 (Chloride),H,0.1007,0.0756
L_D_2075-0 (Chloride),L,0.0166,0.0407
L_D_2075-0 (Chloride),M,0.5843,0.4012
L_D_2075-0 (Chloride),N,0.2984,0.4826
L_D_2132-9 (Cobalamins),H,0.0027,0.0058
L_D_2132-9 (Cobalamins),L,0.0017,0.0058
L_D_2132-9 (Cobalamins),M,0.9783,0.9767
L_D_2132-9 (Cobalamins),N,0.0174,0.0116
L_D_2160-0 (Creatinine),H,0.0517,0.1105
L_D_2160-0 (Creatinine),L,0.0094,0.0349
L_D_2160-0 (Creatinine),M,0.5629,0.4593
L_D_2160-0 (Creatinine),N,0.376,0.3953
L_D_2336-6 (Globulin),H,0.0276,0.0291
L_D_2336-6 (Globulin),L,0,0.0058
L_D_2336-6 (Globulin),M,0.8803,0.9012
L_D_2336-6 (Globulin),N,0.0921,0.064
L_D_2339-0 (Glucose),H,0.0852,0.2093
L_D_2339-0 (Glucose),L,0.0011,0.0058
L_D_2339-0 (Glucose),M,0.8536,0.5291
L_D_2339-0 (Glucose),N,0.06,0.2558
L_D_2342-4 (Glucose),H,0.0005,0.0058
L_D_2342-4 (Glucose),L,0.0005,0.0058
L_D_2342-4 (Glucose),M,0.9959,0.9826
L_D_2342-4 (Glucose),N,0.0031,0.0058
L_D_2345-7 (Glucose),H,0.2026,0.2267
L_D_2345-7 (Glucose),L,0.0047,0.0058
L_D_2345-7 (Glucose),M,0.5578,0.4651
L_D_2345-7 (Glucose),N,0.235,0.3023
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.0023,0.0116
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0,0.0058
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.997,0.9244
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0006,0.0581
L_D_2617-9 (Methemoglobin/Hemoglobin.total),H,0.0001,0.0174
L_D_2617-9 (Methemoglobin/Hemoglobin.total),L,0.0001,0.0116
L_D_2617-9 (Methemoglobin/Hemoglobin.total),M,0.9903,0.8547
L_D_2617-9 (Methemoglobin/Hemoglobin.total),N,0.0094,0.1163
L_D_26450-7 (Eosinophils/100 leukocytes),H,0.0054,0.0116
L_D_26450-7 (Eosinophils/100 leukocytes),L,0.0012,0.0058
L_D_26450-7 (Eosinophils/100 leukocytes),M,0.8922,0.7616
L_D_26450-7 (Eosinophils/100 leukocytes),N,0.1011,0.2209
L_D_26485-3 (Monocytes/100 leukocytes),H,0.007,0.0407
L_D_26485-3 (Monocytes/100 leukocytes),L,0.0049,0.0116
L_D_26485-3 (Monocytes/100 leukocytes),M,0.8843,0.7326
L_D_26485-3 (Monocytes/100 leukocytes),N,0.1038,0.2151
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.0166,0.0465
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0048,0.0116
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.8898,0.7384
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0889,0.2035
L_D_2703-7 (Oxygen),H,0.0029,0.0233
L_D_2703-7 (Oxygen),L,0.0011,0.0233
L_D_2703-7 (Oxygen),M,0.9933,0.907
L_D_2703-7 (Oxygen),N,0.0026,0.0465
L_D_2705-2 (Oxygen),H,0.016,0.1047
L_D_2705-2 (Oxygen),L,0.0012,0.0233
L_D_2705-2 (Oxygen),M,0.9729,0.7965
L_D_2705-2 (Oxygen),N,0.0099,0.0756
L_D_2711-0 (Oxygen saturation),H,0.0026,0.0116
L_D_2711-0 (Oxygen saturation),L,0.0039,0.0349
L_D_2711-0 (Oxygen saturation),M,0.9904,0.9477
L_D_2711-0 (Oxygen saturation),N,0.0031,0.0058
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),H,0.0001,0.0058
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),L,0.0005,0.0233
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),M,0.9971,0.9244
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),N,0.0022,0.0465
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),H,0.0001,0.0058
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),L,0.0001,0.0116
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),M,0.9997,0.9767
L_D_2716-9 (Oxyhemoglobin/Hemoglobin.total),N,0.0001,0.0058
L_D_2744-1 (pH),H,0.0012,0.0291
L_D_2744-1 (pH),L,0.0029,0.0116
L_D_2744-1 (pH),M,0.9911,0.8837
L_D_2744-1 (pH),N,0.0048,0.0756
L_D_2746-6 (pH),H,0.0045,0.064
L_D_2746-6 (pH),L,0.0056,0.0233
L_D_2746-6 (pH),M,0.9736,0.7791
L_D_2746-6 (pH),N,0.0164,0.1337
L_D_2777-1 (Phosphate),H,0.0065,0.0174
L_D_2777-1 (Phosphate),L,0.011,0.0523
L_D_2777-1 (Phosphate),M,0.8841,0.686
L_D_2777-1 (Phosphate),N,0.0985,0.2442
L_D_2823-3 (Potassium),H,0.0074,0.0058
L_D_2823-3 (Potassium),L,0.04,0.0523
L_D_2823-3 (Potassium),M,0.5718,0.4826
L_D_2823-3 (Potassium),N,0.3808,0.4593
L_D_2885-2 (Protein),H,0.038,0.093
L_D_2885-2 (Protein),L,0.0326,0.0349
L_D_2885-2 (Protein),M,0.7129,0.5407
L_D_2885-2 (Protein),N,0.2165,0.3314
L_D_2947-0 (Sodium),H,0.0004,0.0174
L_D_2947-0 (Sodium),L,0.0056,0.0407
L_D_2947-0 (Sodium),M,0.9702,0.7558
L_D_2947-0 (Sodium),N,0.0237,0.186
L_D_2951-2 (Sodium),H,0.0029,0.0233
L_D_2951-2 (Sodium),L,0.0603,0.1686
L_D_2951-2 (Sodium),M,0.5765,0.4826
L_D_2951-2 (Sodium),N,0.3602,0.3256
L_D_2965-2 (Specific gravity),H,0.0048,0.0058
L_D_2965-2 (Specific gravity),L,0.0065,0.0174
L_D_2965-2 (Specific gravity),M,0.8675,0.8256
L_D_2965-2 (Specific gravity),N,0.1212,0.1512
L_D_3016-3 (Thyrotropin),H,0.0055,0.0058
L_D_3016-3 (Thyrotropin),L,0.0035,0.0116
L_D_3016-3 (Thyrotropin),M,0.9388,0.9302
L_D_3016-3 (Thyrotropin),N,0.0522,0.0523
L_D_30180-4 (Basophils/100 leukocytes),H,0.0131,0.0174
L_D_30180-4 (Basophils/100 leukocytes),L,0,0.0058
L_D_30180-4 (Basophils/100 leukocytes),M,0.897,0.7326
L_D_30180-4 (Basophils/100 leukocytes),N,0.0899,0.2442
L_D_30313-1 (Hemoglobin),H,0.0001,0.0058
L_D_30313-1 (Hemoglobin),L,0.0023,0.0291
L_D_30313-1 (Hemoglobin),M,0.9972,0.9244
L_D_30313-1 (Hemoglobin),N,0.0004,0.0407
L_D_3040-3 (Triacylglycerol lipase),H,0.0059,0.0058
L_D_3040-3 (Triacylglycerol lipase),L,0.0263,0.0233
L_D_3040-3 (Triacylglycerol lipase),M,0.8945,0.907
L_D_3040-3 (Triacylglycerol lipase),N,0.0732,0.064
L_D_3094-0 (Urea nitrogen),H,0.0449,0.0523
L_D_3094-0 (Urea nitrogen),L,0.0253,0.0581
L_D_3094-0 (Urea nitrogen),M,0.5662,0.4535
L_D_3094-0 (Urea nitrogen),N,0.3636,0.436
L_D_3097-3 (Urea nitrogen/Creatinine),H,0.0111,0.0174
L_D_3097-3 (Urea nitrogen/Creatinine),L,0.0015,0.0058
L_D_3097-3 (Urea nitrogen/Creatinine),M,0.9265,0.9302
L_D_3097-3 (Urea nitrogen/Creatinine),N,0.061,0.0465
L_D_32623-1 (Platelet mean volume),H,0.0083,0.0465
L_D_32623-1 (Platelet mean volume),L,0.0198,0.0407
L_D_32623-1 (Platelet mean volume),M,0.5592,0.2558
L_D_32623-1 (Platelet mean volume),N,0.4127,0.657
L_D_32693-4 (Lactate),H,0.0223,0.0523
L_D_32693-4 (Lactate),L,0.0002,0.0058
L_D_32693-4 (Lactate),M,0.9199,0.6453
L_D_32693-4 (Lactate),N,0.0576,0.2965
L_D_33037-3 (Anion gap),H,0.0321,0.064
L_D_33037-3 (Anion gap),L,0.0308,0.0407
L_D_33037-3 (Anion gap),M,0.5721,0.4884
L_D_33037-3 (Anion gap),N,0.365,0.407
L_D_38483-4 (Creatinine),H,0.0064,0.0581
L_D_38483-4 (Creatinine),L,0.001,0.0349
L_D_38483-4 (Creatinine),M,0.9644,0.6337
L_D_38483-4 (Creatinine),N,0.0281,0.2733
L_D_3968-5 (Phenytoin),H,0.0001,0.0174
L_D_3968-5 (Phenytoin),L,0.0007,0.0233
L_D_3968-5 (Phenytoin),M,0.9985,0.9477
L_D_3968-5 (Phenytoin),N,0.0007,0.0116
L_D_39789-3 (Potassium),H,0.0001,0.0058
L_D_39789-3 (Potassium),L,0.0001,0.0349
L_D_39789-3 (Potassium),M,0.9995,0.8372
L_D_39789-3 (Potassium),N,0.0002,0.1221
L_D_4049-3 (Theophylline),H,0,0.0058
L_D_4049-3 (Theophylline),L,0.0001,0.0058
L_D_4049-3 (Theophylline),M,0.9998,0.9826
L_D_4049-3 (Theophylline),N,0.0001,0.0058
L_D_4092-3 (Vancomycin^trough),H,0.0005,0.0116
L_D_4092-3 (Vancomycin^trough),L,0.0016,0.0174
L_D_4092-3 (Vancomycin^trough),M,0.9916,0.9477
L_D_4092-3 (Vancomycin^trough),N,0.0063,0.0233
L_D_41276-7 (Anion gap),H,0.0009,0.093
L_D_41276-7 (Anion gap),L,0,0.0116
L_D_41276-7 (Anion gap),M,0.9926,0.7209
L_D_41276-7 (Anion gap),N,0.0065,0.1744
L_D_4544-3 (Hematocrit),H,0.0188,0.0291
L_D_4544-3 (Hematocrit),L,0.1322,0.2093
L_D_4544-3 (Hematocrit),M,0.5478,0.2384
L_D_4544-3 (Hematocrit),N,0.3013,0.5233
L_D_50560-2 (pH),H,0.0016,0.0058
L_D_50560-2 (pH),L,0,0.0058
L_D_50560-2 (pH),M,0.9501,0.9535
L_D_50560-2 (pH),N,0.0482,0.0349
L_D_55782-7 (Hemoglobin),H,0.0002,0.0058
L_D_55782-7 (Hemoglobin),L,0.0052,0.0465
L_D_55782-7 (Hemoglobin),M,0.9902,0.8488
L_D_55782-7 (Hemoglobin),N,0.0044,0.0988
L_D_5803-2 (pH),H,0.0064,0.0174
L_D_5803-2 (pH),L,0,0.0058
L_D_5803-2 (pH),M,0.8231,0.7791
L_D_5803-2 (pH),N,0.1705,0.1977
L_D_5821-4 (Leukocytes),H,0.0196,0.0174
L_D_5821-4 (Leukocytes),L,0,0.0058
L_D_5821-4 (Leukocytes),M,0.9555,0.9709
L_D_5821-4 (Leukocytes),N,0.0248,0.0058
L_D_5902-2 (Coagulation tissue factor induced),H,0.0402,0.0814
L_D_5902-2 (Coagulation tissue factor induced),L,0.0001,0.0058
L_D_5902-2 (Coagulation tissue factor induced),M,0.8267,0.6977
L_D_5902-2 (Coagulation tissue factor induced),N,0.133,0.2151
L_D_5905-5 (Monocytes/100 leukocytes),H,0.0247,0.064
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0049,0.0058
L_D_5905-5 (Monocytes/100 leukocytes),M,0.7483,0.6279
L_D_5905-5 (Monocytes/100 leukocytes),N,0.2222,0.3023
L_D_6298-4 (Potassium),H,0.0022,0.0116
L_D_6298-4 (Potassium),L,0.0035,0.0291
L_D_6298-4 (Potassium),M,0.9725,0.7674
L_D_6298-4 (Potassium),N,0.0217,0.1919
L_D_6299-2 (Urea nitrogen),H,0.003,0.0349
L_D_6299-2 (Urea nitrogen),L,0.0015,0.0174
L_D_6299-2 (Urea nitrogen),M,0.9854,0.7093
L_D_6299-2 (Urea nitrogen),N,0.0101,0.2384
L_D_6301-6 (Coagulation tissue factor induced.INR),H,0.0357,0.0581
L_D_6301-6 (Coagulation tissue factor induced.INR),L,0.0001,0.0058
L_D_6301-6 (Coagulation tissue factor induced.INR),M,0.8468,0.7326
L_D_6301-6 (Coagulation tissue factor induced.INR),N,0.1174,0.2035
L_D_6690-2 (Leukocytes),H,0.0571,0.0465
L_D_6690-2 (Leukocytes),L,0.0165,0.0872
L_D_6690-2 (Leukocytes),M,0.5494,0.2558
L_D_6690-2 (Leukocytes),N,0.3771,0.6105
L_D_6768-6 (Alkaline phosphatase),H,0.0355,0.0756
L_D_6768-6 (Alkaline phosphatase),L,0.0084,0.0116
L_D_6768-6 (Alkaline phosphatase),M,0.6987,0.5349
L_D_6768-6 (Alkaline phosphatase),N,0.2574,0.3779
L_D_704-7 (Basophils),H,0.1012,0.0988
L_D_704-7 (Basophils),L,0.0002,0.0058
L_D_704-7 (Basophils),M,0.8377,0.8663
L_D_704-7 (Basophils),N,0.0609,0.0291
L_D_711-2 (Eosinophils),H,0.0125,0.0174
L_D_711-2 (Eosinophils),L,0.003,0.0058
L_D_711-2 (Eosinophils),M,0.7047,0.7267
L_D_711-2 (Eosinophils),N,0.2797,0.25
L_D_713-8 (Eosinophils/100 leukocytes),H,0.0151,0.0116
L_D_713-8 (Eosinophils/100 leukocytes),L,0.0001,0.0058
L_D_713-8 (Eosinophils/100 leukocytes),M,0.774,0.7384
L_D_713-8 (Eosinophils/100 leukocytes),N,0.2108,0.2442
L_D_718-7 (Hemoglobin),H,0.0148,0.0291
L_D_718-7 (Hemoglobin),L,0.1454,0.2384
L_D_718-7 (Hemoglobin),M,0.5522,0.2384
L_D_718-7 (Hemoglobin),N,0.2875,0.4942
L_D_731-0 (Lymphocytes),H,0.0081,0.0058
L_D_731-0 (Lymphocytes),L,0.05,0.1919
L_D_731-0 (Lymphocytes),M,0.635,0.3837
L_D_731-0 (Lymphocytes),N,0.3069,0.4186
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0168,0.0291
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.0828,0.1279
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.6273,0.3779
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.2731,0.4651
L_D_742-7 (Monocytes),H,0.0445,0.064
L_D_742-7 (Monocytes),L,0.0123,0.0465
L_D_742-7 (Monocytes),M,0.6482,0.4302
L_D_742-7 (Monocytes),N,0.295,0.4593
L_D_751-8 (Neutrophils),H,0.0562,0.0581
L_D_751-8 (Neutrophils),L,0.0169,0.0756
L_D_751-8 (Neutrophils),M,0.6273,0.3779
L_D_751-8 (Neutrophils),N,0.2996,0.4884
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0029,0.0058
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.002,0.0058
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9788,0.9826
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0163,0.0058
L_D_770-8 (Neutrophils/100 leukocytes),H,0.0661,0.0756
L_D_770-8 (Neutrophils/100 leukocytes),L,0.0117,0.0174
L_D_770-8 (Neutrophils/100 leukocytes),M,0.7326,0.6221
L_D_770-8 (Neutrophils/100 leukocytes),N,0.1896,0.2849
L_D_777-3 (Platelets),H,0.0292,0.0581
L_D_777-3 (Platelets),L,0.041,0.1337
L_D_777-3 (Platelets),M,0.547,0.25
L_D_777-3 (Platelets),N,0.3828,0.5581
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0277,0.0058
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.0857,0.1802
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.5502,0.2442
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.3363,0.5698
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0091,0.0058
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0815,0.1395
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.5545,0.25
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.3549,0.6047
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0236,0.0116
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0611,0.1453
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.5474,0.2442
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.368,0.5988
L_D_788-0 (Erythrocyte distribution width),H,0.1283,0.2209
L_D_788-0 (Erythrocyte distribution width),L,0.0005,0.0058
L_D_788-0 (Erythrocyte distribution width),M,0.5517,0.2384
L_D_788-0 (Erythrocyte distribution width),N,0.3195,0.5349
L_D_789-8 (Erythrocytes),H,0.026,0.0581
L_D_789-8 (Erythrocytes),L,0.1048,0.186
L_D_789-8 (Erythrocytes),M,0.548,0.2384
L_D_789-8 (Erythrocytes),N,0.3211,0.5174
